Ligand,Binding Affinity,rmsd/ub, rmsd/lb
4NN5_DB00416_uff_E=633.34,-9.6,0,0
4NN5_DB00416_uff_E=633.34,-9.1,2.391,1.734
4NN5_DB01405_uff_E=346.26,-9,0,0
4NN5_DB00416_uff_E=633.34,-8.9,5.965,2.549
4NN5_DB01459_uff_E=699.59,-8.9,0,0
4NN5_DB00685_uff_E=1434.46,-8.8,0,0
4NN5_DB01459_uff_E=699.59,-8.8,2.787,1.376
4NN5_DB11586_uff_E=2949.88,-8.8,0,0
4NN5_DB11586_uff_E=2949.88,-8.8,2.072,1.407
4NN5_DB00416_uff_E=633.34,-8.7,7.141,2.39
4NN5_DB01459_uff_E=699.59,-8.7,4.075,2.219
4NN5_DB00197_uff_E=272.83,-8.6,0,0
4NN5_DB01405_uff_E=380.53,-8.6,0,0
4NN5_DB01459_uff_E=699.59,-8.6,8.597,5.41
4NN5_DB00197_uff_E=272.83,-8.5,8.539,5.691
4NN5_DB00416_uff_E=633.34,-8.5,7.45,2.556
4NN5_DB00416_uff_E=633.34,-8.5,7.792,2.53
4NN5_DB01459_uff_E=699.59,-8.5,4.522,2.176
4NN5_DB05521_uff_E=1496.35,-8.5,0,0
4NN5_DB08949_uff_E=630.70,-8.5,0,0
4NN5_DB09335_uff_E=1510.51,-8.5,0,0
4NN5_DB09335_uff_E=1510.51,-8.5,8,4.168
4NN5_DB11586_uff_E=2949.88,-8.5,2.621,1.67
4NN5_DB00197_uff_E=272.83,-8.4,8.441,5.807
4NN5_DB00197_uff_E=272.83,-8.4,9.068,4.893
4NN5_DB00685_uff_E=1434.46,-8.4,1.863,1.349
4NN5_DB01459_uff_E=699.59,-8.4,4.423,3.149
4NN5_DB01459_uff_E=699.59,-8.4,9.982,3.026
4NN5_DB01459_uff_E=699.59,-8.4,2.983,2.064
4NN5_DB01459_uff_E=699.59,-8.4,8.334,5.23
4NN5_DB08949_uff_E=630.70,-8.4,6.873,2.232
4NN5_DB08949_uff_E=630.70,-8.4,7.8,2.427
4NN5_DB08973_uff_E=472.54,-8.4,0,0
4NN5_DB00416_uff_E=633.34,-8.3,7.443,3.983
4NN5_DB00416_uff_E=633.34,-8.3,8.538,2.736
4NN5_DB08949_uff_E=630.70,-8.3,8.039,2.582
4NN5_DB08949_uff_E=630.70,-8.3,7.121,2.335
4NN5_DB08949_uff_E=630.70,-8.3,8.738,2.506
4NN5_DB11491_uff_E=287.81,-8.3,0,0
4NN5_DB11586_uff_E=2949.88,-8.3,2.719,1.957
4NN5_DB00197_uff_E=272.83,-8.2,3.586,2.139
4NN5_DB05521_uff_E=1496.35,-8.2,3.298,1.678
4NN5_DB08949_uff_E=630.70,-8.2,7.164,2.66
4NN5_DB08949_uff_E=630.70,-8.2,3.993,2.494
4NN5_DB08949_uff_E=630.70,-8.2,7.761,2.926
4NN5_DB00197_uff_E=272.83,-8.1,7.873,4.864
4NN5_DB00416_uff_E=633.34,-8.1,6.528,2.264
4NN5_DB06786_uff_E=419.69,-8.1,0,0
4NN5_DB08973_uff_E=472.54,-8.1,8.106,5.741
4NN5_DB09335_uff_E=1510.51,-8.1,9.715,4.556
4NN5_DB09335_uff_E=1510.51,-8.1,10.458,3.056
4NN5_DB11586_uff_E=2949.88,-8.1,8.297,2.416
4NN5_DB11586_uff_E=2949.88,-8.1,6.11,2.267
4NN5_DB11586_uff_E=2949.88,-8.1,9.82,3.467
4NN5_DB00197_uff_E=272.83,-8,2.32,1.016
4NN5_DB00342_uff_E=293.78,-8,0,0
4NN5_DB08973_uff_E=472.54,-8,3.656,2.767
4NN5_DB08978_uff_E=469.64,-8,0,0
4NN5_DB09335_uff_E=1510.51,-8,5.227,3.583
4NN5_DB09335_uff_E=1510.51,-8,10.134,4.418
4NN5_DB11586_uff_E=2949.88,-8,9.383,3.608
4NN5_DB00197_uff_E=272.83,-7.9,2.04,1.788
4NN5_DB00685_uff_E=1423.07,-7.9,0,0
4NN5_DB01405_uff_E=380.53,-7.9,2.173,1.525
4NN5_DB05521_uff_E=1496.35,-7.9,3.128,2.144
4NN5_DB06786_uff_E=419.69,-7.9,3.552,2.181
4NN5_DB08973_uff_E=472.54,-7.9,6.93,3.06
4NN5_DB08973_uff_E=472.54,-7.9,7.289,4.376
4NN5_DB08978_uff_E=469.64,-7.9,3.006,2.307
4NN5_DB09015_uff_E=301.05,-7.9,0,0
4NN5_DB09335_uff_E=1510.51,-7.9,9.703,2.466
4NN5_DB09335_uff_E=1510.51,-7.9,9.967,4.323
4NN5_DB11586_uff_E=2949.88,-7.9,6.546,3.665
4NN5_DB00342_uff_E=293.78,-7.8,4.63,2.55
4NN5_DB00685_uff_E=1423.07,-7.8,1.683,1.349
4NN5_DB00685_uff_E=1434.46,-7.8,9.136,5.669
4NN5_DB01405_uff_E=380.53,-7.8,5.278,2.586
4NN5_DB05521_uff_E=1496.35,-7.8,4.634,2.244
4NN5_DB06144_uff_E=619.87,-7.8,0,0
4NN5_DB06786_uff_E=419.69,-7.8,7.078,4.045
4NN5_DB08973_uff_E=472.54,-7.8,7.233,2.676
4NN5_DB08973_uff_E=472.54,-7.8,6.654,3.496
4NN5_DB08978_uff_E=469.64,-7.8,3.277,2.181
4NN5_DB08978_uff_E=469.64,-7.8,6.513,3.047
4NN5_DB08978_uff_E=469.64,-7.8,2.076,1.598
4NN5_DB08978_uff_E=469.64,-7.8,4.594,2.272
4NN5_DB09095_uff_E=447.11,-7.8,0,0
4NN5_DB09335_uff_E=1510.51,-7.8,3.223,2.263
4NN5_DB00197_uff_E=272.83,-7.7,10.039,4.324
4NN5_DB00342_uff_E=293.78,-7.7,8.759,3.299
4NN5_DB00739_uff_E=1121.84,-7.7,0,0
4NN5_DB00739_uff_E=1121.84,-7.7,1.538,1.364
4NN5_DB00875_uff_E=342.09,-7.7,0,0
4NN5_DB05521_uff_E=1496.35,-7.7,6.257,2.46
4NN5_DB05521_uff_E=1496.35,-7.7,5.565,3.123
4NN5_DB06786_uff_E=419.69,-7.7,4.496,2.896
4NN5_DB08965_uff_E=633.32,-7.7,0,0
4NN5_DB08965_uff_E=633.32,-7.7,7.418,1.891
4NN5_DB08970_uff_E=425.08,-7.7,0,0
4NN5_DB08970_uff_E=425.08,-7.7,4.69,2.857
4NN5_DB08973_uff_E=472.54,-7.7,6.841,3.166
4NN5_DB08978_uff_E=469.64,-7.7,8.452,2.677
4NN5_DB08978_uff_E=469.64,-7.7,7.376,3.683
4NN5_DB08978_uff_E=469.64,-7.7,3.425,2.013
4NN5_DB00197_uff_E=276.90,-7.6,0,0
4NN5_DB00342_uff_E=293.78,-7.6,8.06,3.79
4NN5_DB00342_uff_E=293.78,-7.6,8.239,3.192
4NN5_DB00342_uff_E=293.78,-7.6,5.513,2.831
4NN5_DB00685_uff_E=1423.07,-7.6,9.164,5.617
4NN5_DB01108_uff_E=1928.67,-7.6,0,0
4NN5_DB01405_uff_E=346.26,-7.6,5.137,2.49
4NN5_DB01405_uff_E=380.53,-7.6,6.087,4.364
4NN5_DB01405_uff_E=380.53,-7.6,4.971,2.262
4NN5_DB05521_uff_E=1496.35,-7.6,8.071,2.541
4NN5_DB05521_uff_E=1496.35,-7.6,6.262,2.76
4NN5_DB05521_uff_E=1496.35,-7.6,7.413,3.061
4NN5_DB06786_uff_E=419.69,-7.6,4.74,3.706
4NN5_DB08873_uff_E=1730.49,-7.6,0,0
4NN5_DB08965_uff_E=471.43,-7.6,0,0
4NN5_DB08970_uff_E=425.08,-7.6,8.657,6.05
4NN5_DB08973_uff_E=472.54,-7.6,6.688,3.353
4NN5_DB00342_uff_E=293.78,-7.5,5.822,2.035
4NN5_DB00522_uff_E=244.98,-7.5,0,0
4NN5_DB01108_uff_E=1928.67,-7.5,4.793,4.095
4NN5_DB01405_uff_E=346.26,-7.5,3.652,2.892
4NN5_DB01405_uff_E=346.26,-7.5,5.914,3.124
4NN5_DB01405_uff_E=346.26,-7.5,9.231,5.432
4NN5_DB04824_uff_E=322.31,-7.5,0,0
4NN5_DB06786_uff_E=419.69,-7.5,4.621,3.373
4NN5_DB06786_uff_E=419.69,-7.5,4.245,2.704
4NN5_DB08905_uff_E=266.48,-7.5,0,0
4NN5_DB08956_uff_E=223.66,-7.5,0,0
4NN5_DB08965_uff_E=386.34,-7.5,0,0
4NN5_DB08965_uff_E=471.43,-7.5,6.436,2.247
4NN5_DB08965_uff_E=471.43,-7.5,6.137,1.934
4NN5_DB08965_uff_E=633.32,-7.5,3.969,2.114
4NN5_DB08965_uff_E=633.32,-7.5,7.463,1.817
4NN5_DB08970_uff_E=425.08,-7.5,5.492,3.949
4NN5_DB08971_uff_E=268.19,-7.5,0,0
4NN5_DB09095_uff_E=447.11,-7.5,6.555,4.526
4NN5_DB11629_uff_E=815.53,-7.5,0,0
4NN5_DB00197_uff_E=297.84,-7.4,0,0
4NN5_DB00342_uff_E=293.78,-7.4,9.623,3.757
4NN5_DB00365_uff_E=1330.35,-7.4,0,0
4NN5_DB00522_uff_E=244.98,-7.4,1.962,1.161
4NN5_DB00580_uff_E=806.98,-7.4,0,0
4NN5_DB00685_uff_E=1423.07,-7.4,4.983,2.486
4NN5_DB00685_uff_E=1423.07,-7.4,5.842,2.936
4NN5_DB00685_uff_E=1423.07,-7.4,8.918,4.82
4NN5_DB00875_uff_E=296.08,-7.4,0,0
4NN5_DB00875_uff_E=335.07,-7.4,0,0
4NN5_DB01405_uff_E=346.26,-7.4,8.873,4.844
4NN5_DB01405_uff_E=346.26,-7.4,8.407,4.359
4NN5_DB01405_uff_E=380.53,-7.4,5.909,3.089
4NN5_DB04834_uff_E=575.99,-7.4,0,0
4NN5_DB06144_uff_E=619.87,-7.4,9.501,4.516
4NN5_DB06786_uff_E=419.69,-7.4,2.953,2.549
4NN5_DB06786_uff_E=419.69,-7.4,6.171,3.504
4NN5_DB08873_uff_E=1697.41,-7.4,0,0
4NN5_DB08873_uff_E=1730.49,-7.4,5.44,2.486
4NN5_DB08950_uff_E=447.57,-7.4,0,0
4NN5_DB08965_uff_E=386.34,-7.4,7.738,1.961
4NN5_DB08965_uff_E=386.34,-7.4,5.932,2.282
4NN5_DB08965_uff_E=633.32,-7.4,6.498,2.218
4NN5_DB08970_uff_E=425.08,-7.4,4.734,3.246
4NN5_DB08970_uff_E=425.08,-7.4,7.003,2.719
4NN5_DB08970_uff_E=425.08,-7.4,5.238,3.719
4NN5_DB08971_uff_E=268.19,-7.4,7.203,2.221
4NN5_DB08975_uff_E=442.11,-7.4,0,0
4NN5_DB09095_uff_E=447.11,-7.4,7.568,3.861
4NN5_DB00197_uff_E=297.84,-7.3,8.004,3.495
4NN5_DB00197_uff_E=297.84,-7.3,1.859,1.654
4NN5_DB00197_uff_E=297.84,-7.3,2.812,2.361
4NN5_DB00342_uff_E=293.78,-7.3,5.831,2.852
4NN5_DB00685_uff_E=1434.46,-7.3,5.419,4.066
4NN5_DB00685_uff_E=1434.46,-7.3,4.957,2.383
4NN5_DB00739_uff_E=1121.84,-7.3,2.177,1.595
4NN5_DB00739_uff_E=1121.84,-7.3,4.167,3.164
4NN5_DB00875_uff_E=296.08,-7.3,1.734,1.206
4NN5_DB00875_uff_E=342.09,-7.3,7.926,4.608
4NN5_DB00875_uff_E=342.09,-7.3,1.76,1.559
4NN5_DB00875_uff_E=342.09,-7.3,3.314,2.388
4NN5_DB00875_uff_E=342.09,-7.3,9.311,5.813
4NN5_DB01405_uff_E=380.53,-7.3,8.704,4.421
4NN5_DB04823_uff_E=344.71,-7.3,0,0
4NN5_DB04824_uff_E=322.31,-7.3,5.397,1.988
4NN5_DB06144_uff_E=619.87,-7.3,9.087,6.41
4NN5_DB06144_uff_E=619.87,-7.3,10.064,5.1
4NN5_DB06144_uff_E=619.87,-7.3,9.378,4.376
4NN5_DB08873_uff_E=1697.41,-7.3,6.799,2.862
4NN5_DB08873_uff_E=1730.49,-7.3,3.876,2.461
4NN5_DB08905_uff_E=266.48,-7.3,4.417,2.745
4NN5_DB08950_uff_E=447.57,-7.3,7.308,4.318
4NN5_DB08962_uff_E=723.03,-7.3,0,0
4NN5_DB08965_uff_E=633.32,-7.3,5.67,1.991
4NN5_DB08971_uff_E=268.19,-7.3,3.656,2.218
4NN5_DB08974_uff_E=417.55,-7.3,0,0
4NN5_DB09095_uff_E=447.11,-7.3,2.519,2.145
4NN5_DB09215_uff_E=699.97,-7.3,0,0
4NN5_DB11491_uff_E=287.81,-7.3,6.37,4.723
4NN5_DB00197_uff_E=276.90,-7.2,2.65,1.97
4NN5_DB00197_uff_E=276.90,-7.2,6.757,3.658
4NN5_DB00197_uff_E=276.90,-7.2,8.147,5.194
4NN5_DB00365_uff_E=1330.35,-7.2,3.471,1.563
4NN5_DB00522_uff_E=244.98,-7.2,9.091,2.496
4NN5_DB00637_uff_E=548.02,-7.2,0,0
4NN5_DB00637_uff_E=548.02,-7.2,8.653,3.756
4NN5_DB00637_uff_E=548.02,-7.2,6.245,3.326
4NN5_DB00685_uff_E=1423.07,-7.2,6.192,4.677
4NN5_DB00685_uff_E=1423.07,-7.2,5.285,3.883
4NN5_DB00685_uff_E=1434.46,-7.2,6.239,4.625
4NN5_DB00739_uff_E=1121.84,-7.2,7.184,4.79
4NN5_DB00778_uff_E=663.67,-7.2,0,0
4NN5_DB00778_uff_E=806.07,-7.2,0,0
4NN5_DB00875_uff_E=296.08,-7.2,9.56,5.93
4NN5_DB00875_uff_E=332.81,-7.2,0,0
4NN5_DB00875_uff_E=335.07,-7.2,8.499,5.562
4NN5_DB00875_uff_E=335.07,-7.2,5.36,3.318
4NN5_DB01108_uff_E=1928.67,-7.2,8.989,5.735
4NN5_DB01405_uff_E=346.26,-7.2,5.497,4.098
4NN5_DB04824_uff_E=322.31,-7.2,5.305,1.285
4NN5_DB06144_uff_E=619.87,-7.2,3.979,2.926
4NN5_DB06144_uff_E=619.87,-7.2,9.657,5.053
4NN5_DB06268_uff_E=1081.15,-7.2,0,0
4NN5_DB08794_uff_E=264.98,-7.2,0,0
4NN5_DB08794_uff_E=264.98,-7.2,4.003,2.117
4NN5_DB08873_uff_E=1730.49,-7.2,6.772,3.322
4NN5_DB08962_uff_E=723.03,-7.2,8.302,2.878
4NN5_DB08962_uff_E=723.03,-7.2,3.353,2.396
4NN5_DB08965_uff_E=386.34,-7.2,6.821,2.118
4NN5_DB08965_uff_E=386.34,-7.2,4.726,2.167
4NN5_DB08965_uff_E=472.47,-7.2,0,0
4NN5_DB08965_uff_E=633.32,-7.2,6.153,2.414
4NN5_DB08965_uff_E=633.32,-7.2,6.844,2.261
4NN5_DB08970_uff_E=425.08,-7.2,7.191,2.053
4NN5_DB08975_uff_E=442.11,-7.2,7.157,5.019
4NN5_DB08978_uff_E=425.97,-7.2,0,0
4NN5_DB08986_uff_E=167.83,-7.2,0,0
4NN5_DB09095_uff_E=447.11,-7.2,6.803,4.916
4NN5_DB11491_uff_E=287.81,-7.2,5.682,2.646
4NN5_DB11491_uff_E=287.81,-7.2,9.148,5.436
4NN5_DB11491_uff_E=287.81,-7.2,5.12,2.257
4NN5_DB11629_uff_E=815.53,-7.2,2.069,1.543
4NN5_DB00197_uff_E=276.90,-7.1,7.747,5.344
4NN5_DB00197_uff_E=276.90,-7.1,3.048,2.175
4NN5_DB00197_uff_E=297.84,-7.1,4.213,1.7
4NN5_DB00197_uff_E=297.84,-7.1,6.84,4.17
4NN5_DB00365_uff_E=1330.35,-7.1,8.771,6.345
4NN5_DB00365_uff_E=1331.47,-7.1,0,0
4NN5_DB00378_uff_E=277.45,-7.1,0,0
4NN5_DB00378_uff_E=277.45,-7.1,7.212,4.926
4NN5_DB00522_uff_E=244.98,-7.1,1.831,1.431
4NN5_DB00637_uff_E=548.02,-7.1,8.535,3.75
4NN5_DB00637_uff_E=548.02,-7.1,7.793,3.264
4NN5_DB00685_uff_E=1423.07,-7.1,6.613,5.173
4NN5_DB00685_uff_E=1434.46,-7.1,7.678,5.203
4NN5_DB00685_uff_E=1434.46,-7.1,5.335,3.809
4NN5_DB00739_uff_E=1121.84,-7.1,6.307,3.69
4NN5_DB00778_uff_E=663.67,-7.1,2.449,1.433
4NN5_DB00778_uff_E=806.07,-7.1,1.964,1.41
4NN5_DB00875_uff_E=317.55,-7.1,0,0
4NN5_DB00875_uff_E=332.81,-7.1,8.493,5.603
4NN5_DB00875_uff_E=335.07,-7.1,1.505,1.224
4NN5_DB00875_uff_E=335.07,-7.1,9.008,5.403
4NN5_DB00875_uff_E=342.09,-7.1,5.49,4.235
4NN5_DB00875_uff_E=342.09,-7.1,3.844,2.82
4NN5_DB00875_uff_E=397.53,-7.1,0,0
4NN5_DB00875_uff_E=397.53,-7.1,6.952,4.472
4NN5_DB01108_uff_E=1928.67,-7.1,7.249,5.615
4NN5_DB01405_uff_E=346.26,-7.1,7.27,4.085
4NN5_DB01405_uff_E=380.53,-7.1,8.023,4.505
4NN5_DB01420_uff_E=259.49,-7.1,0,0
4NN5_DB04824_uff_E=322.31,-7.1,5.236,2.273
4NN5_DB06144_uff_E=619.87,-7.1,8.041,6.061
4NN5_DB06268_uff_E=1081.15,-7.1,2.542,2.123
4NN5_DB08794_uff_E=264.98,-7.1,5.872,2.531
4NN5_DB08794_uff_E=264.98,-7.1,4.466,2.598
4NN5_DB08794_uff_E=272.28,-7.1,0,0
4NN5_DB08873_uff_E=1697.41,-7.1,5.52,1.807
4NN5_DB08873_uff_E=1697.41,-7.1,5.181,2.691
4NN5_DB08873_uff_E=1730.49,-7.1,3.906,2.686
4NN5_DB08873_uff_E=1730.49,-7.1,5.502,1.8
4NN5_DB08873_uff_E=1730.49,-7.1,5.483,2.63
4NN5_DB08878_uff_E=221.06,-7.1,0,0
4NN5_DB08950_uff_E=447.57,-7.1,3.056,2.111
4NN5_DB08951_uff_E=298.91,-7.1,0,0
4NN5_DB08954_uff_E=205.67,-7.1,0,0
4NN5_DB08954_uff_E=205.67,-7.1,7.475,4.069
4NN5_DB08956_uff_E=223.66,-7.1,8.607,6.218
4NN5_DB08962_uff_E=723.03,-7.1,6.661,3.935
4NN5_DB08962_uff_E=723.03,-7.1,2.886,2.352
4NN5_DB08965_uff_E=386.34,-7.1,6.65,2.265
4NN5_DB08965_uff_E=471.43,-7.1,3.842,2.003
4NN5_DB08965_uff_E=633.32,-7.1,6.831,2.394
4NN5_DB08970_uff_E=425.08,-7.1,3.605,2.301
4NN5_DB08971_uff_E=268.19,-7.1,8.965,6.976
4NN5_DB08971_uff_E=268.19,-7.1,7.516,5.242
4NN5_DB08976_uff_E=218.06,-7.1,0,0
4NN5_DB08978_uff_E=461.45,-7.1,0,0
4NN5_DB08997_uff_E=282.59,-7.1,0,0
4NN5_DB09095_uff_E=447.11,-7.1,6.184,4.559
4NN5_DB09095_uff_E=447.11,-7.1,5.203,3.505
4NN5_DB11491_uff_E=287.81,-7.1,2.734,2.215
4NN5_DB11491_uff_E=287.81,-7.1,4.042,3.375
4NN5_DB00197_uff_E=276.90,-7,7.181,5.291
4NN5_DB00197_uff_E=276.90,-7,7.435,4.276
4NN5_DB00197_uff_E=283.54,-7,0,0
4NN5_DB00197_uff_E=283.54,-7,2.619,1.766
4NN5_DB00197_uff_E=297.84,-7,4.592,2.388
4NN5_DB00378_uff_E=277.45,-7,2.197,1.511
4NN5_DB00522_uff_E=244.98,-7,8.431,2.992
4NN5_DB00580_uff_E=806.98,-7,7.077,5.414
4NN5_DB00637_uff_E=548.02,-7,5.813,2.786
4NN5_DB00685_uff_E=1434.46,-7,6.922,4.668
4NN5_DB00739_uff_E=1121.84,-7,6.791,2.822
4NN5_DB00739_uff_E=1121.84,-7,5.849,3.264
4NN5_DB00767_uff_E=349.41,-7,0,0
4NN5_DB00778_uff_E=663.67,-7,8.986,2.662
4NN5_DB00778_uff_E=806.07,-7,10.02,3.471
4NN5_DB00875_uff_E=296.08,-7,11.655,8.892
4NN5_DB00875_uff_E=310.42,-7,0,0
4NN5_DB00875_uff_E=317.55,-7,7.287,5.796
4NN5_DB00875_uff_E=317.65,-7,0,0
4NN5_DB00875_uff_E=335.07,-7,1.946,1.401
4NN5_DB00875_uff_E=335.07,-7,8.068,6.617
4NN5_DB00875_uff_E=340.05,-7,0,0
4NN5_DB00875_uff_E=397.53,-7,8,4.926
4NN5_DB01108_uff_E=1928.67,-7,9.466,5.941
4NN5_DB01108_uff_E=1928.67,-7,2.765,2.156
4NN5_DB01405_uff_E=380.53,-7,6.571,5.254
4NN5_DB04812_uff_E=378.71,-7,0,0
4NN5_DB04812_uff_E=378.71,-7,2.279,1.457
4NN5_DB04823_uff_E=344.71,-7,6.143,3.601
4NN5_DB04823_uff_E=344.71,-7,6.624,4.038
4NN5_DB04824_uff_E=322.31,-7,5.351,2.476
4NN5_DB04824_uff_E=322.31,-7,9.606,6.907
4NN5_DB04834_uff_E=575.99,-7,10.366,1.673
4NN5_DB04834_uff_E=575.99,-7,9.324,5.432
4NN5_DB06144_uff_E=619.87,-7,9.887,5.291
4NN5_DB06268_uff_E=1081.15,-7,8.406,5.057
4NN5_DB06268_uff_E=1081.15,-7,2.329,2.094
4NN5_DB08794_uff_E=264.98,-7,6.641,2.17
4NN5_DB08794_uff_E=264.98,-7,6.623,2.213
4NN5_DB08794_uff_E=272.28,-7,5.153,1.814
4NN5_DB08794_uff_E=272.28,-7,5.402,1.876
4NN5_DB08794_uff_E=272.28,-7,6.546,2.418
4NN5_DB08873_uff_E=1697.41,-7,5.98,2.96
4NN5_DB08873_uff_E=1730.49,-7,5.953,2.524
4NN5_DB08878_uff_E=221.06,-7,2.017,0.98
4NN5_DB08878_uff_E=221.06,-7,2.866,2
4NN5_DB08905_uff_E=266.48,-7,8.438,6.513
4NN5_DB08950_uff_E=447.57,-7,4.458,2.524
4NN5_DB08951_uff_E=308.02,-7,0,0
4NN5_DB08954_uff_E=238.79,-7,0,0
4NN5_DB08962_uff_E=709.95,-7,0,0
4NN5_DB08962_uff_E=723.03,-7,8.442,5.497
4NN5_DB08962_uff_E=728.07,-7,0,0
4NN5_DB08965_uff_E=386.34,-7,6.745,2.026
4NN5_DB08965_uff_E=386.34,-7,6.459,3.45
4NN5_DB08965_uff_E=386.34,-7,6.598,2.314
4NN5_DB08971_uff_E=268.19,-7,7.513,2.646
4NN5_DB08971_uff_E=268.19,-7,6.3,3.812
4NN5_DB08971_uff_E=268.19,-7,7.876,4.121
4NN5_DB08974_uff_E=417.55,-7,11.826,10.135
4NN5_DB08978_uff_E=425.97,-7,5.622,2.734
4NN5_DB08978_uff_E=480.67,-7,0,0
4NN5_DB08990_uff_E=358.26,-7,0,0
4NN5_DB08997_uff_E=282.59,-7,7.918,5.406
4NN5_DB08997_uff_E=282.59,-7,6.614,4.589
4NN5_DB08997_uff_E=282.59,-7,5.631,3.786
4NN5_DB08999_uff_E=277.61,-7,0,0
4NN5_DB09015_uff_E=301.05,-7,7.136,5.549
4NN5_DB09095_uff_E=447.11,-7,6.817,2.606
4NN5_DB09215_uff_E=699.97,-7,7.698,2.973
4NN5_DB09215_uff_E=699.97,-7,3.094,2.691
4NN5_DB11491_uff_E=287.81,-7,6.182,3.402
4NN5_DB11491_uff_E=287.81,-7,7.798,4.289
4NN5_DB14086_uff_E=179.70,-7,0,0
4NN5_DB00197_uff_E=276.90,-6.9,5.011,2.174
4NN5_DB00197_uff_E=283.54,-6.9,6.562,3.774
4NN5_DB00197_uff_E=283.54,-6.9,5.043,2.771
4NN5_DB00365_uff_E=1330.35,-6.9,3.821,2.188
4NN5_DB00365_uff_E=1331.47,-6.9,6.537,4.716
4NN5_DB00365_uff_E=1331.47,-6.9,6.211,4.685
4NN5_DB00522_uff_E=244.98,-6.9,1.672,1.477
4NN5_DB00522_uff_E=244.98,-6.9,8.086,5.058
4NN5_DB00533_uff_E=647.57,-6.9,0,0
4NN5_DB00580_uff_E=806.98,-6.9,6.98,5.35
4NN5_DB00580_uff_E=806.98,-6.9,5.769,2.925
4NN5_DB00637_uff_E=548.02,-6.9,3.864,2.432
4NN5_DB00637_uff_E=548.02,-6.9,6.265,3.578
4NN5_DB00680_uff_E=431.59,-6.9,0,0
4NN5_DB00729_uff_E=279.08,-6.9,0,0
4NN5_DB00739_uff_E=1121.84,-6.9,6.835,3.698
4NN5_DB00778_uff_E=663.67,-6.9,9.217,2.545
4NN5_DB00778_uff_E=806.07,-6.9,6.9,2.763
4NN5_DB00801_uff_E=323.96,-6.9,0,0
4NN5_DB00875_uff_E=296.08,-6.9,5.42,3.531
4NN5_DB00875_uff_E=310.42,-6.9,5.697,4.394
4NN5_DB00875_uff_E=310.42,-6.9,6.54,3.756
4NN5_DB00875_uff_E=310.42,-6.9,7.824,4.534
4NN5_DB00875_uff_E=332.81,-6.9,5.007,2.96
4NN5_DB00875_uff_E=332.81,-6.9,2.596,1.962
4NN5_DB00875_uff_E=335.07,-6.9,2.194,1.702
4NN5_DB00875_uff_E=335.07,-6.9,3.548,2.676
4NN5_DB00875_uff_E=397.53,-6.9,8.009,5.14
4NN5_DB00875_uff_E=397.53,-6.9,5.362,4.099
4NN5_DB00875_uff_E=397.53,-6.9,8.659,6.467
4NN5_DB00875_uff_E=397.53,-6.9,7.53,5.459
4NN5_DB00875_uff_E=406.34,-6.9,0,0
4NN5_DB01108_uff_E=1928.67,-6.9,7.538,4.992
4NN5_DB04823_uff_E=344.71,-6.9,5.623,2.375
4NN5_DB04824_uff_E=322.31,-6.9,11.032,7.718
4NN5_DB04829_uff_E=481.09,-6.9,0,0
4NN5_DB08794_uff_E=264.98,-6.9,6.165,2.616
4NN5_DB08794_uff_E=264.98,-6.9,5.909,2.467
4NN5_DB08873_uff_E=1730.49,-6.9,4.487,2.665
4NN5_DB08878_uff_E=221.06,-6.9,5.714,4.241
4NN5_DB08878_uff_E=221.06,-6.9,3.507,2.428
4NN5_DB08878_uff_E=221.06,-6.9,3.539,1.653
4NN5_DB08905_uff_E=266.48,-6.9,5.897,2.854
4NN5_DB08905_uff_E=266.48,-6.9,4.576,3.399
4NN5_DB08905_uff_E=266.48,-6.9,6.559,1.137
4NN5_DB08950_uff_E=447.57,-6.9,3.529,2.55
4NN5_DB08954_uff_E=196.00,-6.9,0,0
4NN5_DB08954_uff_E=196.00,-6.9,7.547,4.787
4NN5_DB08954_uff_E=205.67,-6.9,8.035,4.681
4NN5_DB08962_uff_E=709.95,-6.9,4.891,3.713
4NN5_DB08962_uff_E=728.07,-6.9,7.627,2.029
4NN5_DB08965_uff_E=471.43,-6.9,6.21,1.766
4NN5_DB08965_uff_E=471.43,-6.9,2.543,1.818
4NN5_DB08971_uff_E=268.19,-6.9,5.466,3.766
4NN5_DB08976_uff_E=225.30,-6.9,0,0
4NN5_DB08978_uff_E=461.45,-6.9,7.382,2.83
4NN5_DB08978_uff_E=461.45,-6.9,6.501,3.174
4NN5_DB08978_uff_E=480.67,-6.9,7.019,2.874
4NN5_DB08986_uff_E=159.05,-6.9,0,0
4NN5_DB08997_uff_E=282.59,-6.9,2.97,2.097
4NN5_DB09095_uff_E=447.11,-6.9,3.779,2.871
4NN5_DB09215_uff_E=699.97,-6.9,7.032,3.777
4NN5_DB09215_uff_E=699.97,-6.9,6.761,2.543
4NN5_DB11629_uff_E=815.53,-6.9,6.409,3.8
4NN5_DB00197_uff_E=283.54,-6.8,8.032,4.947
4NN5_DB00197_uff_E=297.84,-6.8,5.078,2.927
4NN5_DB00323_uff_E=168.02,-6.8,0,0
4NN5_DB00342_uff_E=356.15,-6.8,0,0
4NN5_DB00365_uff_E=1330.35,-6.8,8.848,6.775
4NN5_DB00365_uff_E=1330.35,-6.8,4.495,3.281
4NN5_DB00365_uff_E=1330.35,-6.8,7.237,4.861
4NN5_DB00447_uff_E=956.41,-6.8,0,0
